index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
546388,841,7,14/06/2015,0,0,0,0,0,0
56309,865,5,08/03/2013,662,1,1,0,0,7456
647637,214,5,24/04/2015,678,1,0,0,0,6451
481034,174,7,08/06/2014,0,0,0,0,0,0
587190,536,6,03/08/2013,524,1,0,0,0,4835
292432,966,5,07/03/2014,745,1,1,0,0,6397
195553,773,5,16/01/2015,821,1,1,0,0,7432
342597,877,6,02/05/2015,928,1,0,0,0,7444
337312,624,7,20/10/2013,0,0,0,0,0,0
512265,358,2,29/07/2014,1062,1,1,0,1,9313
30788,454,4,30/05/2013,823,1,1,0,0,8925
440258,164,7,17/02/2013,0,0,0,0,0,0
684478,548,4,09/04/2015,367,1,0,0,1,4401
289167,204,3,18/09/2013,442,1,0,0,0,4637
161513,519,2,26/03/2013,724,1,1,0,1,7628
331745,682,1,18/02/2013,2206,1,1,0,0,16461
100713,114,1,26/01/2015,660,1,1,0,0,7409
153869,198,3,10/07/2013,265,1,0,0,0,1874
371809,991,4,28/05/2015,475,1,0,0,0,5141
351913,224,4,06/06/2013,393,1,1,0,0,4965
474669,92,5,13/06/2014,528,1,0,0,0,5030
89092,757,5,05/12/2014,759,1,1,0,0,7398
418693,254,7,28/12/2014,0,0,0,0,0,0
187673,765,7,01/09/2013,0,0,0,0,0,0
400711,537,3,06/11/2013,557,1,1,0,0,5562
683860,166,1,11/11/2013,743,1,0,0,0,5134
658958,1052,3,08/01/2014,747,1,1,0,0,7140
104104,246,1,07/10/2013,1159,1,1,0,1,9719
169733,893,7,24/11/2013,0,0,0,0,0,0
294266,692,7,03/03/2013,0,0,0,0,0,0
440474,831,5,01/05/2015,0,0,1,a,0,0
470769,476,7,06/07/2014,0,0,0,0,0,0
364472,838,7,01/03/2015,0,0,0,0,0,0
72825,1035,7,28/09/2014,0,0,0,0,0,0
299152,636,2,01/04/2014,727,1,1,0,0,6294
415527,785,1,22/07/2013,393,1,0,0,1,3921
300771,484,1,07/10/2013,768,1,1,0,1,8101
116504,997,1,29/12/2014,497,1,0,0,1,5499
644079,394,2,07/10/2014,663,1,1,0,0,8938
281410,1034,5,30/01/2015,805,1,1,0,0,8923
400493,848,6,07/12/2013,721,1,0,0,0,5632
133945,528,6,09/11/2013,807,1,0,0,0,7679
428035,122,1,08/09/2014,981,1,0,0,0,7523
568402,112,1,26/05/2014,782,1,0,0,0,6384
436876,1007,3,04/02/2015,796,1,1,0,0,7430
555729,255,5,05/04/2013,597,1,0,0,1,5447
541094,1070,4,11/06/2015,668,1,0,0,0,5316
528492,1044,6,25/01/2014,931,1,0,0,0,7059
398764,531,7,03/05/2015,0,0,0,0,0,0
209826,951,2,13/01/2015,774,1,1,0,0,8439
188332,396,3,27/08/2014,968,1,0,0,1,8100
578382,500,5,26/07/2013,389,1,0,0,0,4822
418195,399,1,17/02/2014,680,1,1,0,0,6844
145970,446,1,28/07/2014,777,1,1,0,1,7892
671074,794,5,17/10/2014,580,1,0,0,0,4591
388041,709,4,03/07/2014,1729,1,1,0,0,13730
288758,5,2,26/05/2015,570,1,0,0,0,4509
435579,195,7,01/02/2015,0,0,0,0,0,0
295036,1107,2,15/01/2013,625,1,0,0,0,4713
184991,135,7,20/07/2014,0,0,0,0,0,0
513766,1052,3,04/06/2014,774,1,1,0,0,7761
329439,379,7,05/01/2014,0,0,0,0,0,0
633346,78,6,02/03/2013,437,1,0,0,0,2975
134050,448,2,05/11/2013,891,1,1,0,0,9180
377411,727,1,25/03/2013,533,1,1,0,1,6213
631414,767,2,19/03/2013,592,1,1,0,0,7172
149950,360,3,21/01/2015,657,1,0,0,0,5785
211230,816,4,22/08/2013,577,1,0,0,1,3696
85509,191,2,11/03/2014,670,1,0,0,0,6053
216774,112,2,27/05/2014,720,1,0,0,0,6259
11090,604,2,12/02/2013,404,1,0,0,1,4537
179174,4,7,01/12/2013,0,0,0,0,0,0
470204,1087,5,29/08/2014,612,1,0,0,1,5715
149097,1052,3,03/12/2014,825,1,1,0,0,7191
483507,594,3,20/05/2015,544,1,1,0,0,4813
49037,459,6,08/02/2014,779,1,0,0,0,7320
289461,119,3,07/05/2014,718,1,1,0,0,7355
134857,296,2,22/04/2014,764,1,0,0,1,5830
643658,281,2,11/03/2014,429,1,0,0,0,3983
710965,590,6,30/11/2013,532,1,0,0,0,6114
636771,995,1,01/06/2015,1000,1,1,0,0,10348
464770,971,6,05/07/2014,838,1,0,0,0,6698
9784,554,2,02/06/2015,697,1,1,0,0,6259
542498,111,7,16/02/2014,0,0,0,0,0,0
114739,959,3,13/08/2014,664,1,0,0,1,5319
663164,931,4,19/06/2014,602,1,1,0,0,5500
234405,584,7,20/01/2013,0,0,0,0,0,0
574953,712,1,30/06/2014,861,1,1,0,0,10575
393836,713,7,09/02/2014,0,0,0,0,0,0
670297,273,2,12/11/2013,604,1,0,0,0,5611
622081,1048,7,04/08/2013,0,0,0,0,0,0
88755,197,5,06/09/2013,735,1,0,0,0,5919
524430,558,1,13/01/2014,397,1,0,0,0,2452
77742,283,3,29/04/2015,805,1,1,0,0,8754
548629,501,5,05/07/2013,632,1,1,0,0,5575
129597,536,7,06/04/2014,0,0,0,0,0,0
340947,64,6,24/01/2015,711,1,0,0,0,7201
577492,563,5,27/03/2015,469,1,0,0,0,5350
252444,657,1,22/06/2015,470,1,0,0,0,4517
393300,785,1,23/09/2013,697,1,1,0,0,8683
435190,73,1,15/07/2013,582,1,1,0,1,6310
103542,205,6,27/04/2013,748,1,0,0,0,5953
207027,261,6,23/03/2013,636,1,0,0,0,7114
66034,760,1,02/02/2015,1152,1,1,0,1,10985
276708,98,1,30/09/2013,481,1,0,0,0,4377
358356,165,5,20/09/2013,421,1,0,0,0,3874
696585,691,7,12/05/2013,0,0,0,0,0,0
636351,376,3,16/04/2014,1214,1,1,0,1,10413
602456,264,6,30/03/2013,1366,1,0,0,0,11378
500422,182,4,22/05/2014,399,1,1,0,0,5205
334816,582,5,15/05/2015,914,1,0,0,0,7504
32587,1011,7,07/12/2014,0,0,0,0,0,0
214206,975,4,07/03/2013,952,1,1,0,0,9203
89317,877,4,06/03/2014,839,1,1,0,0,8625
617249,813,5,03/07/2015,671,1,1,0,0,6688
404017,150,7,29/06/2014,0,0,0,0,0,0
695958,456,3,20/03/2013,775,1,1,0,0,6381
420979,117,5,18/07/2014,549,1,1,0,1,4643
585231,820,4,26/06/2014,898,1,0,0,0,8450
307048,180,4,17/04/2014,1266,1,1,0,0,11234
319051,108,4,05/02/2015,812,1,1,0,0,9587
124989,797,6,18/07/2015,501,1,0,0,0,5101
350880,1108,5,07/06/2013,639,1,1,0,0,5839
65209,777,6,27/06/2015,378,1,0,0,0,3818
496430,378,1,03/02/2014,1343,1,1,0,0,12245
702702,402,4,24/04/2014,463,1,0,0,0,3983
288923,271,7,10/11/2013,0,0,0,0,0,0
642214,125,2,18/02/2014,1734,1,1,0,0,13292
151559,938,7,10/11/2013,0,0,0,0,0,0
295920,234,4,25/12/2014,0,0,0,c,1,0
669995,1076,1,23/06/2014,562,1,0,0,0,3717
416860,1094,2,04/02/2014,382,1,1,0,0,4796
268117,222,5,26/06/2015,512,1,0,0,0,5828
104486,911,4,08/05/2014,783,1,1,0,0,7082
595009,646,4,18/06/2015,743,1,1,0,0,5416
236226,556,2,02/09/2014,1129,1,1,0,0,8903
42650,866,5,03/07/2015,528,1,1,0,0,6171
81258,23,3,19/02/2014,452,1,1,0,0,5334
207417,364,2,01/10/2013,651,1,0,0,0,5104
165054,401,7,20/04/2014,0,0,0,0,0,0
291973,128,6,25/04/2015,709,1,0,0,0,7239
569115,1024,4,16/10/2014,632,1,0,0,1,4655
633325,503,7,03/08/2014,0,0,0,0,0,0
15674,210,4,13/02/2014,271,1,0,0,0,2411
670658,480,3,31/12/2014,371,1,0,0,1,3540
52213,707,6,06/09/2014,506,1,0,0,0,4343
197998,612,4,15/08/2013,434,1,1,a,1,7394
574499,116,7,17/11/2013,0,0,0,0,0,0
204136,466,1,15/12/2014,1065,1,1,0,0,11499
208577,606,3,17/12/2014,780,1,1,0,0,10552
275518,462,4,25/07/2013,608,1,0,0,1,4905
283193,253,3,18/09/2013,540,1,0,0,0,3967
140730,255,5,05/09/2014,661,1,1,0,0,6556
604777,662,6,12/01/2013,723,1,0,0,0,7020
481216,1034,3,22/05/2013,584,1,0,0,1,4639
700450,1018,7,23/06/2013,0,0,0,0,0,0
485765,660,2,10/12/2013,500,1,0,0,0,4350
621782,290,4,30/04/2015,946,1,1,0,0,9737
191867,200,7,27/01/2013,0,0,0,0,0,0
5205,222,2,01/10/2013,587,1,0,0,1,5509
181926,221,5,26/12/2014,0,0,0,c,1,0
330653,599,7,10/05/2015,0,0,0,0,0,0
385894,883,3,05/03/2014,569,1,1,0,0,5531
219036,12,6,18/10/2014,754,1,0,0,0,6339
44098,553,4,12/06/2014,595,1,0,0,1,5138
686022,890,3,19/06/2013,407,1,1,0,0,5366
273852,139,4,23/01/2014,584,1,1,0,0,6283
367434,511,4,30/04/2015,1075,1,1,0,0,11467
341344,953,4,25/06/2015,515,1,0,0,0,4509
621193,214,2,24/02/2015,486,1,0,0,0,5332
463580,892,2,30/09/2014,924,1,1,0,0,8980
165101,470,3,18/03/2015,1633,1,1,0,0,12937
612062,921,6,22/03/2014,433,1,0,0,0,4070
118548,853,7,21/07/2013,0,0,0,0,0,0
441542,892,5,22/08/2014,931,1,1,0,1,8104
87407,674,4,05/12/2013,1000,1,1,0,0,8228
245938,801,4,05/02/2015,437,1,1,0,0,4726
613680,13,1,23/09/2013,505,1,1,0,0,6947
347559,156,4,25/06/2015,785,1,0,0,0,6399
93538,624,7,14/12/2014,0,0,0,0,0,0
169971,146,1,10/02/2014,622,1,0,0,0,5450
122972,207,1,10/03/2014,1220,1,0,0,0,9488
453879,318,2,09/09/2014,524,1,0,0,0,5480
97295,588,3,18/03/2015,644,1,1,0,0,6874
673849,511,5,19/07/2013,784,1,1,0,1,5920
246991,1011,6,01/02/2014,882,1,0,0,0,7608
524815,222,2,29/04/2014,702,1,1,0,0,7196
269406,957,4,14/11/2013,738,1,0,0,0,5825
383513,601,7,23/06/2013,0,0,0,0,0,0
334609,71,3,03/04/2013,703,1,0,0,1,7244
331033,370,7,24/08/2014,0,0,0,0,0,0
644998,260,6,26/07/2014,817,1,0,0,0,7292
493675,410,7,02/03/2014,0,0,0,0,0,0
560969,645,7,28/04/2013,0,0,0,0,0,0
93036,12,2,03/06/2014,1027,1,1,0,0,9601
463564,172,6,15/02/2014,820,1,0,0,0,6778
288559,704,6,23/02/2013,612,1,0,0,0,5215
595601,169,3,18/03/2015,520,1,1,0,0,5915
75080,489,2,30/12/2014,723,1,0,0,1,6034
51555,683,3,01/05/2013,0,0,1,a,0,0
617557,308,6,31/01/2015,793,1,0,0,0,8837
445739,1080,3,25/12/2013,0,0,0,c,1,0
579466,337,3,27/02/2013,328,1,0,0,0,4306
210570,259,5,31/05/2013,2051,1,1,0,0,10237
556930,25,3,25/09/2013,1495,1,1,0,0,10617
424042,469,5,01/03/2013,1717,1,0,0,0,12642
169500,633,5,22/02/2013,512,1,1,0,0,5990
136702,211,6,06/06/2015,1150,1,0,0,0,9438
102298,436,2,15/04/2014,747,1,1,0,0,7457
358076,686,1,15/12/2014,1432,1,1,0,0,15023
248608,495,4,05/09/2013,320,1,0,0,1,3717
44690,249,3,09/10/2013,522,1,1,0,1,5232
470125,922,6,20/07/2013,784,1,0,0,0,6969
314433,875,3,06/11/2013,527,1,1,0,0,5963
622672,538,6,11/01/2014,346,1,0,0,0,2753
183363,924,1,29/06/2015,582,1,1,0,1,8308
115568,118,2,30/09/2014,845,1,1,0,0,10069
535986,779,4,13/03/2014,676,1,0,0,0,5334
646795,811,4,24/07/2014,606,1,0,0,1,3790
314622,1073,3,01/04/2015,954,1,1,0,1,7499
663232,132,7,14/06/2015,0,0,0,0,0,0
605112,698,5,04/04/2014,2112,1,1,0,0,17306
554234,221,7,22/02/2015,0,0,0,0,0,0
48580,1042,4,22/01/2015,511,1,0,0,0,3865
309705,446,3,10/12/2014,542,1,0,0,0,4300
660086,907,7,10/02/2013,0,0,0,0,0,0
121455,29,2,07/05/2013,501,1,0,0,0,4751
560283,1095,5,27/03/2015,650,1,0,0,0,5022
670065,862,2,02/07/2013,1248,1,1,0,1,9638
680597,190,6,21/03/2015,617,1,0,0,0,6729
249586,359,2,09/12/2014,486,1,0,0,0,4796
277516,107,3,16/04/2014,956,1,1,0,1,7872
565205,582,3,03/12/2014,1135,1,1,0,0,8864
85873,304,1,21/01/2013,1135,1,1,0,0,11991
641972,959,2,14/04/2015,855,1,1,0,0,8542
663374,302,6,06/04/2013,404,1,0,0,0,4014
635908,857,2,27/08/2013,869,1,1,0,0,8454
200565,667,6,07/03/2015,706,1,0,0,0,7059
534117,57,2,24/03/2015,696,1,0,0,0,6857
604312,904,4,26/06/2014,413,1,0,0,0,4523
437367,378,1,01/04/2013,0,0,0,b,1,0
389995,213,7,21/09/2014,0,0,0,0,0,0
110035,418,2,25/06/2013,412,1,0,0,0,4062
113511,343,2,19/08/2014,822,1,1,0,1,9431
532838,273,7,03/02/2013,0,0,0,0,0,0
552213,1096,2,22/10/2013,613,1,1,0,1,6671
411920,226,3,20/05/2015,700,1,1,0,0,6996
238776,1031,4,12/03/2015,322,1,0,0,0,3687
19295,366,5,24/04/2015,482,1,0,0,0,4188
152843,587,1,31/03/2014,964,1,1,0,0,9884
320833,324,3,08/10/2014,785,1,1,0,0,6445
306377,239,4,30/10/2014,474,1,0,0,0,4193
612864,366,2,10/06/2014,618,1,0,0,0,5821
380058,1080,2,27/01/2015,672,1,1,0,0,8527
270203,584,4,10/10/2013,423,1,1,0,0,4744
596784,284,1,21/10/2013,578,1,1,0,0,7185
303055,852,7,05/01/2014,0,0,0,0,1,0
485083,424,3,23/10/2013,683,1,1,0,1,6548
7855,374,1,20/01/2014,844,1,1,0,0,10992
23856,480,7,09/02/2014,0,0,0,0,0,0
291186,39,6,01/02/2014,416,1,0,0,0,2924
45642,830,2,28/04/2015,614,1,1,0,0,7236
268407,344,1,20/05/2013,0,0,0,a,0,0
58561,235,3,20/08/2014,506,1,1,0,1,6004
417813,228,6,02/11/2013,727,1,0,0,0,6947
178099,196,3,17/07/2013,705,1,1,0,1,5296
526371,652,7,22/12/2013,0,0,0,0,0,0
314977,1091,2,10/06/2014,769,1,0,0,0,6782
435053,907,4,10/10/2013,804,1,1,0,0,6592
390947,695,3,16/07/2014,566,1,1,0,1,7024
323108,193,6,25/05/2013,662,1,0,0,0,4064
622859,996,7,29/09/2013,0,0,0,0,0,0
445342,963,7,13/01/2013,0,0,0,0,0,0
462990,79,2,20/05/2014,598,1,1,0,0,5881
39708,956,4,18/09/2014,498,1,1,0,0,3962
337980,104,3,01/07/2015,1405,1,1,0,0,11325
452737,356,2,21/01/2014,393,1,1,0,0,5104
466772,955,1,03/06/2013,478,1,1,0,0,4772
104717,324,4,18/12/2014,937,1,1,0,0,10931
434662,972,3,22/10/2014,361,1,1,0,0,3077
100515,69,4,04/04/2013,1252,1,0,0,1,9208
69356,712,4,14/03/2013,482,1,0,0,0,4629
691562,718,3,27/11/2013,796,1,0,0,0,6875
587535,200,7,30/06/2013,0,0,0,0,0,0
451798,505,5,15/03/2013,557,1,0,0,0,4348
37623,984,3,17/07/2013,753,1,1,0,0,6711
427939,295,1,30/06/2014,925,1,1,0,0,10454
92533,369,2,10/02/2015,423,1,0,0,0,4569
218303,132,7,08/09/2013,0,0,0,0,0,0
500539,1060,5,15/02/2013,759,1,0,0,0,6059
96399,125,1,20/07/2015,1759,1,0,0,1,12972
625931,311,1,21/01/2013,819,1,1,0,0,8426
690008,120,3,24/09/2014,546,1,0,0,0,5300
79735,1108,6,12/01/2013,204,1,0,0,0,1887
36729,346,7,26/10/2014,0,0,0,0,0,0
218358,282,7,26/05/2013,0,0,0,0,0,0
3357,122,3,28/05/2014,975,1,0,0,0,8206
306398,287,2,02/04/2013,835,1,0,0,1,7270
353028,930,5,26/12/2014,0,0,0,c,1,0
150834,291,3,08/04/2015,745,1,0,0,1,6708
304834,150,2,14/05/2013,809,1,1,0,0,8254
253742,55,6,06/07/2013,276,1,0,0,0,2495
325148,541,7,15/06/2014,0,0,0,0,0,0
433678,502,3,30/10/2013,1437,1,0,0,0,9837
598795,1025,5,15/08/2014,714,1,0,0,1,5697
663859,289,1,30/06/2014,814,1,1,0,0,9229
519623,624,2,26/08/2014,587,1,0,0,0,5389
307427,402,1,30/03/2015,805,1,1,0,0,9556
660062,735,3,06/11/2013,614,1,1,0,0,6720
294272,705,3,10/07/2013,879,1,0,0,0,6165
683421,752,3,11/02/2015,416,1,0,0,0,4662
609473,836,5,30/08/2013,862,1,1,0,0,8228
495251,329,4,23/01/2014,669,1,1,0,0,7708
55978,427,6,19/04/2014,845,1,0,0,0,7290
38968,335,1,28/04/2014,3267,1,1,0,0,20598
9111,540,2,13/01/2015,448,1,1,0,0,5760
59336,708,7,24/11/2013,0,0,0,0,0,0
490043,215,1,15/07/2013,648,1,1,0,0,8791
284984,69,1,20/07/2015,1226,1,0,0,0,9397
385064,239,1,25/11/2013,410,1,0,0,0,4253
190630,697,4,26/03/2015,921,1,0,0,0,9110
448068,574,7,03/08/2014,0,0,0,0,0,0
148253,900,6,29/06/2013,436,1,0,0,0,4981
645118,908,2,12/11/2013,319,1,0,0,0,5108
164717,269,4,19/03/2015,1281,1,1,0,0,10012
447280,1025,6,03/08/2013,756,1,0,0,0,6282
635795,779,5,05/04/2013,706,1,0,0,1,7531
428385,345,5,13/12/2013,551,1,0,0,0,4840
520592,395,3,09/10/2013,518,1,1,0,0,4481
206211,704,3,01/01/2014,0,0,0,a,1,0
299664,358,1,04/11/2013,1459,1,1,0,0,14610
504450,716,6,07/03/2015,493,1,0,0,0,5686
405306,106,3,14/01/2015,894,1,1,0,0,8665
660165,956,6,02/08/2014,319,1,0,0,0,2574
682242,90,4,29/05/2014,0,0,0,a,0,0
116140,693,7,25/05/2014,0,0,0,0,0,0
624098,212,6,24/01/2015,248,1,0,0,0,2149
266344,913,3,01/01/2014,0,0,0,a,1,0
385664,636,6,28/02/2015,699,1,0,0,0,6793
65487,661,5,10/10/2014,673,1,1,0,0,7228
471062,648,4,02/05/2013,784,1,1,0,0,7274
419689,948,4,18/12/2014,1988,1,1,0,0,12560
217411,384,4,11/06/2015,1000,1,0,0,0,8215
34243,1014,2,06/01/2015,1885,1,1,0,1,17131
571472,711,3,20/11/2013,495,1,1,0,0,6284
549344,1067,7,08/09/2013,0,0,0,0,0,0
429481,80,6,24/05/2014,638,1,0,0,0,7885
312688,750,4,20/02/2014,403,1,1,0,0,5083
458841,115,3,29/05/2013,593,1,1,0,1,6458
77187,1042,3,02/01/2013,548,1,0,0,1,3810
184485,158,6,02/11/2013,726,1,0,0,0,7435
153473,89,3,16/10/2013,571,1,0,0,0,4965
196272,643,2,11/06/2013,977,1,0,0,0,7010
531564,1088,6,05/04/2014,298,1,0,0,0,2930
307540,1083,7,02/02/2014,0,0,0,0,0,0
562349,400,5,22/03/2013,1155,1,1,0,0,8528
136805,800,2,10/12/2013,475,1,0,0,0,4534
464922,176,3,12/06/2013,607,1,0,0,0,5884
411055,638,3,04/09/2013,432,1,0,0,1,4994
94959,901,2,02/09/2014,803,1,1,0,0,8320
106676,959,4,06/02/2014,740,1,1,0,1,7274
225519,687,7,27/01/2013,0,0,0,0,0,0
364251,228,2,14/10/2014,502,1,0,0,1,6406
589769,826,3,13/11/2013,685,1,0,0,0,6121
301307,803,6,04/07/2015,443,1,0,0,0,4647
194666,1033,7,22/09/2013,0,0,0,0,0,0
284611,248,3,29/01/2014,874,1,0,0,0,6180
177655,1089,6,04/07/2015,908,1,0,0,0,8373
60503,689,3,26/02/2014,576,1,0,0,0,5035
127194,409,7,07/04/2013,0,0,0,0,0,0
278767,710,7,26/07/2015,0,0,0,0,0,0
190184,432,2,09/07/2013,1597,1,0,0,1,10424
159204,435,5,17/05/2013,448,1,1,0,0,3806
44356,530,2,23/12/2014,694,1,0,0,1,6725
361782,70,3,15/10/2014,531,1,0,0,0,4600
509624,461,7,07/12/2014,0,0,0,0,0,0
173705,763,6,05/04/2014,580,1,0,0,0,6079
298596,995,2,11/03/2014,631,1,0,0,0,5892
33481,125,2,26/08/2014,1561,1,0,0,0,10899
102050,808,7,06/10/2013,0,0,0,0,0,0
11660,55,3,01/01/2014,0,0,0,a,1,0
395683,971,3,18/12/2013,1339,1,1,0,0,12677
390855,258,2,23/06/2015,487,1,0,0,0,4562
696426,961,5,13/09/2013,785,1,1,0,0,7283
494831,218,4,30/05/2013,0,0,1,a,1,0
558049,676,3,01/04/2015,1897,1,1,0,1,8710
155617,545,5,29/11/2013,1040,1,0,0,0,10027
469573,855,5,31/05/2013,767,1,1,0,1,8728
378764,210,3,03/12/2014,362,1,1,0,0,3848
665178,476,4,07/02/2013,685,1,1,0,1,6915
49601,1082,4,26/09/2013,1037,1,1,0,0,6827
634207,339,1,29/12/2014,740,1,0,0,1,7206
249831,236,1,24/03/2014,881,1,0,0,0,6537
420782,371,5,22/08/2014,541,1,1,0,1,6899
223578,422,2,25/03/2014,402,1,0,0,0,3470
113519,154,4,02/05/2013,850,1,1,0,0,8944
672484,326,1,14/10/2013,351,1,0,0,1,3748
308325,652,1,06/05/2013,603,1,0,0,0,5264
155493,469,6,25/04/2015,1343,1,0,0,0,10262
284339,1050,3,24/04/2013,416,1,1,0,0,5095
400882,555,3,12/03/2014,319,1,0,0,0,3201
42923,779,2,26/03/2013,957,1,1,0,0,9488
98228,706,3,01/01/2014,0,0,0,a,1,0
299633,843,4,04/04/2013,1127,1,0,0,1,9515
180526,245,3,21/05/2014,1180,1,1,0,0,9848
420224,454,3,01/07/2015,968,1,1,0,0,7891
162689,745,2,07/10/2014,820,1,1,0,0,8039
466966,811,3,13/11/2013,572,1,0,0,0,5768
332340,972,6,27/12/2014,239,1,0,0,0,2314
349697,1017,6,06/06/2015,650,1,0,0,0,6083
256325,626,4,26/06/2014,674,1,0,0,0,6190
505782,237,3,16/10/2013,592,1,0,0,0,4614
271300,228,1,02/09/2013,626,1,0,0,1,6183
298389,608,1,06/07/2015,867,1,0,0,0,7525
385075,479,4,16/05/2013,1259,1,1,0,1,10550
38101,1089,4,18/04/2013,849,1,0,0,0,7742
55889,1007,4,18/06/2015,805,1,1,0,0,7401
34620,21,2,27/01/2015,543,1,1,0,0,5221
380846,514,5,22/02/2013,575,1,1,0,0,5800
87837,1090,4,16/01/2014,678,1,0,0,0,5265
297854,180,4,06/11/2014,933,1,1,0,0,8004
463083,886,4,20/02/2014,701,1,1,0,0,7141
356905,956,4,25/04/2013,560,1,1,0,0,4676
651728,387,5,22/08/2014,1118,1,1,0,0,8954
368026,246,7,19/05/2013,0,0,0,0,0,0
295984,801,6,04/04/2015,764,1,0,0,0,8391
350463,519,1,07/01/2013,637,1,1,0,0,6824
529409,889,4,29/05/2014,0,0,0,a,0,0
343434,102,7,01/06/2014,0,0,0,0,0,0
130982,931,6,20/06/2015,403,1,0,0,0,3542
512715,255,7,24/03/2013,0,0,0,0,0,0
170814,718,1,25/08/2014,713,1,0,0,1,6093
30954,944,6,14/12/2013,2187,1,0,0,0,12773
635445,96,2,07/05/2013,576,1,0,0,0,5498
488580,952,3,20/02/2013,464,1,1,0,0,5574
474638,554,1,23/12/2013,689,1,0,0,1,6546
548360,1112,3,08/04/2015,688,1,0,0,1,6999
518463,208,2,23/04/2013,409,1,1,0,0,3227
638812,841,5,04/10/2013,538,1,0,0,0,5259
2815,15,3,09/01/2013,608,1,1,0,0,6215
69615,174,1,17/03/2014,471,1,1,0,0,5802
639098,751,3,15/10/2014,496,1,0,0,1,3800
52669,823,5,29/03/2013,0,0,1,b,1,0
329387,867,6,01/02/2014,351,1,0,0,0,2650
211462,47,3,18/02/2015,1114,1,1,0,0,9396
195242,703,3,06/02/2013,410,1,1,0,0,4120
148498,812,2,16/04/2013,739,1,0,0,0,5943
588317,943,5,30/05/2014,747,1,0,0,0,6649
306813,726,2,28/07/2015,1133,1,1,0,1,11810
622458,214,2,29/01/2013,496,1,0,0,0,5697
632638,403,7,10/11/2013,0,0,0,0,0,0
687154,1088,6,21/09/2013,294,1,0,0,0,3084
294568,337,4,05/02/2015,376,1,1,0,0,4936
486467,778,6,08/03/2014,696,1,0,0,0,6880
272538,299,7,26/10/2014,351,1,0,0,0,3050
34557,401,7,25/01/2015,0,0,0,0,0,0
617396,899,3,27/08/2014,492,1,0,0,1,4146
676474,802,5,16/01/2015,549,1,1,0,0,7395
199982,772,3,03/12/2014,528,1,1,0,0,4925
587912,1083,3,30/07/2014,429,1,1,0,1,5831
461818,1027,4,07/05/2015,1719,1,1,0,0,15177
507175,630,7,12/10/2014,0,0,0,0,0,0
340237,620,5,16/05/2014,678,1,0,0,0,6130
480307,953,5,27/09/2013,588,1,1,0,0,6521
479345,347,3,12/03/2014,319,1,0,0,0,3707
698588,133,1,02/02/2015,1045,1,1,0,1,9637
420385,421,5,30/08/2013,1252,1,1,0,0,11480
243828,343,3,09/07/2014,606,1,0,0,1,5692
578730,168,5,10/10/2014,847,1,1,0,0,8186
117880,706,1,17/02/2014,617,1,1,0,0,7351
427745,748,1,20/04/2015,398,1,0,0,0,3821
222057,679,6,24/08/2013,804,1,0,0,0,6410
575862,460,3,10/07/2013,340,1,0,0,0,3479
537967,1023,6,04/01/2014,641,1,0,0,0,6450
442149,708,4,11/12/2014,571,1,0,0,0,5565
647955,378,2,09/06/2015,996,1,0,0,0,6385
158760,10,7,20/01/2013,0,0,0,0,0,0
638737,911,7,14/04/2013,0,0,0,0,0,0
90747,445,6,29/03/2014,2201,1,0,0,0,15523
218634,286,3,11/06/2014,423,1,0,0,0,4483
369951,610,4,01/08/2013,512,1,1,0,1,4644
366298,560,6,22/03/2014,1879,1,0,0,0,14287
596144,881,2,28/07/2015,608,1,1,0,1,5876
629585,370,3,06/11/2013,593,1,1,0,0,7296
255413,571,7,20/04/2014,0,0,0,0,0,0
476925,606,2,04/11/2014,700,1,1,0,0,7778
68166,714,4,03/01/2013,235,1,0,0,1,2521
646014,757,6,14/02/2015,504,1,0,0,0,5482
166105,569,1,06/07/2015,755,1,0,0,0,5381
512238,288,5,18/01/2013,351,1,0,0,0,4333
547290,17,2,23/09/2014,764,1,0,0,0,5250
114112,242,7,05/05/2013,0,0,0,0,0,0
661105,526,2,31/03/2015,1815,1,1,0,1,15321
691115,256,6,15/03/2014,1133,1,0,0,0,8212
435453,286,6,16/05/2015,133,1,0,0,0,1333
469647,433,4,05/09/2013,649,1,0,0,0,5905
336517,34,6,31/01/2015,972,1,0,0,0,10446
498085,790,1,11/05/2015,625,1,0,0,0,5820
6588,1027,2,14/04/2015,1880,1,1,0,0,16468
380741,897,6,21/06/2014,369,1,0,0,0,3492
275971,427,5,15/05/2015,791,1,0,0,0,8155
36562,642,4,16/10/2014,338,1,0,0,1,2977
454121,677,7,24/05/2015,0,0,0,0,0,0
575097,76,6,29/03/2014,925,1,0,0,0,8197
447807,970,1,24/11/2014,545,1,1,0,0,5510
574260,582,3,01/07/2015,930,1,1,0,0,7855
609177,36,1,31/03/2014,1285,1,1,0,0,13257
492144,371,3,27/11/2013,444,1,0,0,0,5074
511235,322,6,20/07/2013,223,1,0,0,0,2011
184615,228,6,08/03/2014,598,1,0,0,0,6896
330403,307,6,22/06/2013,172,1,0,0,0,1528
653317,234,5,19/09/2014,974,1,1,0,0,8733
246128,428,3,12/02/2014,392,1,0,0,0,4215
599278,210,7,29/06/2014,0,0,0,0,0,0
414113,431,4,13/02/2014,945,1,0,0,0,7724
45935,699,6,15/03/2014,908,1,0,0,0,7503
